,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
55,56,Hank Thompson,"Hey, Mister Bartender
Please don't be so slow
I got time for one more round
And a six pack to go

Tomorrow mornin's Sunday
I'm gonna be feelin' low
So please, please, bartender
I wanna six pack to go

I've been drinkin' all day long
Takin' in the town
I've done spent my whole paycheck
Justa honky tonkin' 'round

I don't have enough to pay my rent
I ain't gonna worry though
I've got time for one more round
And a six pack to go

Hey, Mister Bartender
Please don't be so slow
I got time for one more round
And a six pack to go

Tomorrow mornin's Sunday
I'm gonna be feelin' low
So please, please, bartender
I wanna six pack to go

I've been drinkin' all day long
Takin' in the town
I've done spent my whole paycheck
Justa honky tonkin' 'round

Well, I don't have enough to pay my rent
I ain't gonna worry though
I've got time for one more round
And a six pack to go

One six pack to go",A Six Pack To Go,A Six Pack To Go,1966,12,2:06,Track 'A1',Album,True
56,57,The Fendermen,"Well, good morning, Captain
Well, good morning to you
Do you need another mule skinner
Down on your new mud run
Ha, ha, hip, ee, ee...

Well, I'm an old mule skinner
From down Kentucky way
And I can make any mule listen
Or I won't accept your pay
Ha, ha, ha, ha, ha
Hee, hee, hee, hee, hee, ha, ha
Well hey, hey

Little water boy, come here boy
Bring that water bucket around
Ha, ha, ha
If you don't like your job
Water boy, put that bucket down
Ha, ha, ha, ee, ee, ha, ha, ha

Well, I'm an old mule skinner
From down Kentucky way
And I can make any mule listen
Or I won't accept your pay
Ha, ha, ha, ha, ha
Hee, hee, hee, hee, hee, ha, ha
Well hey, hey",Mule Skinner Blues,Mule Skinner Blues / Torture,1960,2,2:20,Track 'A',Single,True
57,58,Johnny Cash,"The seasons come the seasons go we get a little sunshine rain and snow 
Just the way that it was planned to be 
But there's no seasons in my heart while you play the leading part 
Cause the flowers will bloom eternaly 
Your leaving will bring autumn sorrow and my tears like withered leaves will fall 
But spring could bring some glad tomorrow and darling we could be happy after all 

As it is in nature's plan no season get the upper hand 
How I try to keep this fact in mind 
The trees are bare the cold wind blows and by experience we should know 
Winter comes but the spring is close behind 
Your leaving will bring...",Seasons Of My Heart,Smiling Bill McCall / Seasons Of My Heart,1960,2,,Track 'B',Single,True
58,59,Faron Young,"Was I farther from your conscience standing face to the wall
I suspected there was something that you weren't telling me
And last night I learned the reason for it all
I was looking through your window saw you kissing someone else
You reached up and turned my picture slowly face to the wall
Face to the wall so you wouldn't have to see anything at all to make you think of me
Did the cheapness of the moment make you feel ashamed and small
Was I farther from your conscience standing face to the wall

Alone out in the darkness were the eyes that worshipped you
As you cheated me I watched my idle fall
With your arms around another and his lips where mine should be
Then I saw you turned my picture slowly face to the wall
Face to the wall...",Face To The Wall,Faron Young Sings The Best Of Faron Young,1960,12,,Track 'A3',Single,True
59,60,Webb Pierce,"I went to the river to water my horse I couldn't find the river just rode across
On that drifting shifting Texas sand
Texas sand drifting Texas sand Sandy land down by the Rio Grande
Well sand in my coffee sand in my tea when I die they're gonna bury me
Deep in that drifting shifting Texas sand
(Steel)
Texas sand drifting Texas sand Sandy land down by the Rio Grande
I went to the river to water my horse I couldn't find the river just rode across
On that drifting shifting Texas sand
(Steel)
Well sand in my coffee sand in my tea...",Drifting Texas Sand,Drifting Texas Sand / All I Need Is You,1960,2,2:04,Track 'A',Single,True
60,61,Merle Kilgore,,,,,,,,,
61,62,Claude Gray,,Family Bible,Family Bible,1980,11,2:52,Track 'B2',Single,True
62,63,Stonewall Jackson,"Oh Mary don't you weep for me
Oh Mary just you wait for me
The battle will soon be over
Oh Mary don't you weep

Jimmy sent a letter to his bride back home
For three long years now he's been gone
He left her cryin' on her wedding day
And went to fight the battle of the Blue and Gray

Oh Mary don't you weep for me
Oh Mary just you wait for me
The war's gonna soon be over
Oh Mary don't you weep

Mary's young heart was filled with joy
When she got the letter from her soldier boy
His words of love made her heart beat fast
But little did she know it would be the last

Oh Mary don't you weep for me
Oh Mary just you wait for me
The battle will soon be over
Oh Mary don't you weep

On that same day Atlanta burned down
Her soldier boy he fell to the ground
Now Mary sits alone by the candle light
And reads his letter over every night

Oh Mary don't you weep for me
Oh Mary just you wait for me
The war's gonna soon be over
Oh Mary don't you weep

Oh Mary don't you weep for me
Oh Mary just you wait for me
The battle's gonna soon be over
Oh Mary don't you weep

Oh Mary don't you weep
Oh Mary don't you weep",Mary Don't You Weep,Mary Don't You Weep,1959,2,,Track 'A',Single,True
63,64,Marion Worth,,"Are You Willing, Willie","Are You Willing, Willie",1959,2,,Track 'A',Single,True
64,65,Johnny Cash,"I walked up to the desk and asked the man about a room
I asked about the bridal suite, I told him I'm the groom
Then I took the elevator to the floor I was assigned
I fumbled with the key the way I did that other time
Inside I thought of all the things that started in this room
But I'm alone on our second honeymoon

I hear the happy people laughing in the street below
But the loneliness I feel tonight I hope you never know
The life that was a happy song has ended much too soon
And I'm alone on our second honeymoon

I look around the room and see you standing everywhere
The fragrance of your bridal flowers seems to fill the air
The blushing bride that gave me such a free and eager kiss
Two loving arms around me as you offered wedded bliss
We'd said that we'd return to live it over in this room
But I'm alone on our second honeymoon",,,,,,,,
65,66,Jimmy Newman,,,,,,,,,
66,67,Charlie Walker,,Who Will Buy The Wine,Who Will Buy The Wine / I Go Anywhere,1960,2,,Track 'A',Single,True
67,68,The Browns,"He made the night a little brighter
Wherever he would go
The old lamplighter
Of long, long ago.

His snowy hair was so much whiter
Beneath the candle glow
The old lamplighter
Of long, long ago

You'd hear the patter of his feet
As he came toddling down the street
His smile would hide a lonely heart you see
If there were sweethearts in the park
He'd pass a lamp and leave it dark
Remembering the days that used to be.

For he recalls when dreams were new
He loves someone who loves him too
Who walks with him alone in memory
He made the night a little brighter
Wherever he would go
The old lamplighter of long, long ago.

Now if you look up at the sky
You'll understand the reason why
The little stars at night are all aglow
He turns them on when night is here
He turns them off when dawn is near
The little man we loved of long ago.

He made the night a little brighter
Wherever he would go
The old lamplighter
Of long, long ago...",,,,,,,,
68,69,Bill Leatherwood,,,,,,,,,
69,70,Skeeter Davis,,Am I That Easy To Forget?,The Best Of Skeeter Davis,1965,12,2:07,Track 'B6',Single,True
70,71,Bill Anderson,"I'd rather live a life of lies and fantasy
Than face the truth and realize you're leaving me 
You built me up so high my heart can't stand the fall
And life without you love just isn't life at all.

So walk out backwards if you must go
And please don't wave goodbye
Just wave one last hello
The truth won't hurt so much
If I can't just pretend
So walk out backwards and
I'll think you're walking in.

You walked into my heart in search of sympathy
From that day down to this you've walked all over me
And now you're walking out to love somebody new
But you're not by yourself cause my heart's leaving too.

So walk out backwards if you must go
And please don't wave goodbye
Just wave one last hello
The truth won't hurt so much
If I can't just pretend
So walk out backwards and
I'll think you're walking in.",Walk Out Backwards,Bill Anderson's Country Style,1968,10,2:27,Track 'A4',Single,True
71,72,Clyde Beavers,,Here I Am Drunk Again,Here I Am Drunk Again / My Love Is Real,1960,2,2:35,Track 'A',Single,True
72,73,Hank Thompson and His Brazos Valley Boys,,,,,,,,,
73,74,Johnny Cash,,Smiling Bill McCall,Smiling Bill McCall / Seasons Of My Heart,1960,2,,Track 'A',Single,True
74,75,Merle Kilgore,,,,,,,,,
75,76,Margie Singleton,"The morning sunlight shines so bright
The moon has a golden glow
Because you're in my arms tonight
Yet in my heart I know
They're just the same as yesterday
But seem much more divine
Because you're in my arms tonight
Just because you're mine

No other arms
No other lips
No other love have I
Since I've felt your tender kiss
And looked into your eyes
The whole world seems to smile and say
That our love is right
I'm looking through the eyes of love
Just because you're mine

No other arms
No other lips
No other love have I
Since I've felt your tender kiss
And looked into your eyes
The whole world seems to smile and say
That our love is right
I'm looking through the eyes of love
Just because you're mine

I'm looking through the eyes of love
Just because you're mine",The Eyes Of Love,Five Queens Of Country Music,1968,10,2:22,Track 'B4',Single,True
